actionid,userid,targetid,timestamp,feature0,feature1,feature2,feature3,label
30,3,3,38126.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
31,5,1,38170.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
32,5,3,38184.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
33,6,1,38218.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
34,7,1,38219.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
35,5,8,38239.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
36,3,13,38246.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
37,8,1,38260.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
38,6,3,38261.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,0.7354747640532389,0
39,7,1,38287.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
40,6,1,38308.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
41,6,2,38327.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
42,6,7,38340.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,5.150786785050901,0
43,9,1,38414.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
44,7,10,38455.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
45,7,9,38472.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
46,6,14,38581.0,1.0280908205665915,-0.4357014334929225,-0.3942373836437072,-0.0673092397645177,0
47,7,3,38583.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
48,6,14,38597.0,1.0280908205665915,-0.4357014334929225,-0.3942373836437072,-0.0673092397645177,0
49,6,7,38606.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
50,6,14,38615.0,2.37617312059071,-0.4357014334929225,-0.3942373836437072,-0.0673092397645177,0
51,6,9,38623.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,7.157746794595293,0
52,10,1,38680.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,1.7389547688254348,0
53,6,8,38696.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
54,10,3,38700.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
55,6,3,38704.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,0.7354747640532389,0
56,4,4,38724.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,-0.0673092397645177,0
57,4,13,38725.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
58,4,8,38736.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
59,4,5,38753.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,-0.0673092397645177,0
60,11,1,38819.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
61,12,1,38820.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
62,12,3,38826.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
63,11,1,38833.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
64,11,3,38842.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
65,13,1,38900.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
66,13,3,38905.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
68,12,13,38906.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
68,12,13,38906.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
69,12,9,38923.0,-0.3199914794575269,-0.4357014334929225,1.1088261038304843,1.1368667659621172,0
70,12,7,38931.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
71,12,8,38941.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
72,14,1,39047.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,2.7424347735976307,0
73,14,2,39065.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
74,14,1,39073.0,-0.3199914794575269,-0.4357014334929225,1.1088261038304843,4.147306780278703,0
76,13,13,39105.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
76,13,13,39105.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
77,14,3,39113.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
79,14,13,39133.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
79,14,13,39133.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
80,14,9,39157.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
81,13,8,39161.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
82,14,7,39162.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
83,15,1,39164.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
84,15,2,39190.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
85,13,15,39193.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
86,16,1,39193.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
87,15,3,39197.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
88,17,1,39220.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
89,13,8,39229.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
90,13,5,39232.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
91,15,13,39241.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
92,18,1,39251.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
93,13,4,39253.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
94,13,16,39254.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
95,17,10,39258.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
96,18,3,39273.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
97,19,1,39304.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
98,19,2,39313.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
99,19,3,39319.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
100,17,3,39320.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
101,14,8,39328.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
102,19,13,39329.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
103,14,8,39364.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
104,14,1,39370.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
105,10,4,39382.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
106,14,2,39382.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
107,14,3,39393.0,-0.3199914794575269,-0.4357014334929225,1.1088261038304843,2.3410427716887523,0
108,14,4,39423.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
109,14,1,39438.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
110,6,13,39445.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
111,14,1,39447.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
112,14,2,39513.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
113,14,10,39543.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,7.157746794595293,0
114,14,4,39586.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
116,13,15,39591.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
116,13,15,39591.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
117,20,1,39606.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
118,20,2,39610.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
119,20,1,39612.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
120,13,9,39623.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
121,14,4,39624.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
122,20,3,39624.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
123,14,4,39627.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
124,21,1,39627.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
126,4,16,39630.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
126,4,16,39630.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
127,21,2,39637.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
128,21,3,39642.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
129,21,7,39648.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
130,21,13,39649.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
131,13,9,39667.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
133,11,13,39708.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
133,11,13,39708.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
134,10,5,39816.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
135,4,16,39882.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,1
136,18,4,39957.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
137,18,13,39958.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
138,21,14,40004.0,6.420420020663066,-0.4357014334929225,-0.3942373836437072,3.5452187774153865,0
139,21,9,40026.0,-0.3199914794575269,-0.4357014334929225,2.6118895913046756,4.950090784096461,0
140,21,8,40103.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
141,17,13,40167.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
142,22,2,40214.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
143,22,3,40221.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
144,20,9,40236.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
145,20,13,40237.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
146,20,4,40276.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
148,18,15,40285.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
148,18,15,40285.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
149,17,8,40287.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
150,23,1,40325.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
151,23,3,40339.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
152,17,4,40412.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
153,11,7,40651.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
154,11,15,40652.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
155,24,1,40670.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
156,24,4,40684.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
157,18,5,40686.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
158,18,16,40687.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
160,20,15,40726.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
160,20,15,40726.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
161,20,6,40731.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
162,20,16,40732.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
163,22,8,40733.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
164,22,13,40734.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
165,20,17,40739.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
166,20,18,40740.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
167,22,7,40745.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
168,20,6,40756.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
169,20,19,40757.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
170,23,9,40764.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
172,20,18,40773.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
172,20,18,40773.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
173,23,9,40784.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
174,20,16,40790.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
175,23,9,40791.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
176,10,6,40830.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
177,25,1,41049.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
178,25,2,41059.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
179,25,3,41068.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
180,18,6,41096.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
181,18,16,41097.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
182,25,3,41103.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
183,23,4,41157.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
184,23,13,41158.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
186,17,15,41267.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
186,17,15,41267.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
187,17,4,41309.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
188,17,16,41310.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
190,17,15,41319.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
190,17,15,41319.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
191,17,5,41323.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
192,17,13,41324.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
193,10,17,41378.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
194,18,17,41463.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
195,18,18,41464.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
196,23,9,41536.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,4.749394783142021,0
197,23,7,41563.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
198,16,10,41600.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
199,16,1,41604.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
201,24,15,41608.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
201,24,15,41608.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
202,16,2,41611.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
203,16,7,41620.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
204,23,5,41631.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
205,23,15,41632.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
207,17,16,41646.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
207,17,16,41646.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
208,16,9,41646.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
209,24,8,41647.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
210,24,5,41651.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,-0.0673092397645177,0
211,16,9,41665.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
212,25,4,41790.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
213,25,15,41868.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
214,26,1,41882.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
215,26,2,41892.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,1.1368667659621172,0
216,26,9,41910.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
217,27,1,41934.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
218,26,7,41936.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
219,27,2,41937.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
220,26,9,41943.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
221,27,2,41944.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
222,26,9,41946.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
223,27,1,41947.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
224,26,8,41964.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
226,17,16,41979.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
226,17,16,41979.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
227,17,9,42010.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,0.5347787630987997,0
229,18,19,42053.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
229,18,19,42053.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
230,18,14,42120.0,2.37617312059071,-0.4357014334929225,-0.3942373836437072,0.5347787630987997,0
231,18,9,42133.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
232,18,8,42189.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
233,28,1,42489.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
234,24,6,42632.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
235,24,16,42633.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
236,24,8,43218.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
237,24,18,43219.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
238,24,17,43223.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
239,29,1,43615.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
240,29,2,43629.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
241,29,1,43662.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
242,29,10,43691.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
243,29,9,43697.0,-0.3199914794575269,-0.4357014334929225,1.6098472663218817,5.150786785050901,0
244,30,1,45092.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
245,30,2,45116.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
246,30,3,45126.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
247,30,7,45132.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,0.5347787630987997,0
248,30,3,45139.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
249,31,1,45708.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
250,31,7,45731.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
251,30,4,45858.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
252,31,14,45929.0,5.072337720638948,-0.4357014334929225,-0.3942373836437072,11.97445081750183,0
253,31,9,46021.0,-0.3199914794575269,-0.4357014334929225,0.6078049413390874,10.168186808911877,0
254,30,5,46295.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
255,23,9,47169.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
256,32,1,47359.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
257,23,9,47628.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
258,32,7,48257.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
259,32,9,48272.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
260,32,8,48834.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
261,23,6,48950.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
262,23,16,48951.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
263,23,1,49040.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
264,23,18,49041.0,-0.3199914794575269,2.1087215250683182,-0.3942373836437072,-0.0673092397645177,0
265,23,2,49044.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
266,23,14,49131.0,1.0280908205665915,-0.4357014334929225,-0.3942373836437072,-0.0673092397645177,0
267,33,1,49692.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
268,34,1,53894.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
269,34,3,53909.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
270,35,1,54663.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
271,35,2,54705.0,-0.3199914794575269,-0.4357014334929225,0.10678377884769,-0.0673092397645177,0
